DateTime,Entries,UniqueIPs
1528066898,77,77
1528068745,77,77
1528070685,78,78
1528072568,79,79
1528074532,80,80
1528076415,76,76
1528078386,75,75
1528080254,75,75
1528082231,74,74
1528084106,77,77
1528086046,76,76
1528087940,77,77
1528097573,79,79
1528099460,78,78
1528101440,80,80
1528103293,83,83
1528105259,84,84
1528107145,84,84
1528109088,84,84
1528110978,82,82
1528112917,80,80
1528114829,81,81
1528116780,80,80
1528118672,78,78
1528120538,76,76
1528122499,71,71
1528124496,73,73
1528126335,73,73
1528134043,72,72
1528135949,76,76
1528137865,77,77
1528139802,77,77
1528141706,79,79
1528143628,84,84
1528145561,85,85
1528147473,82,82
1528149382,81,81
1528151323,77,77
1528153308,77,77
1528155140,77,77
1528157060,76,76
1528158994,75,75
1528160903,79,79
1528162816,81,81
1528164746,83,83
1528166666,83,83
1528168582,84,84
1528170534,83,83
1528172427,83,83
1528174341,82,82
1528180400,85,85
1528182264,84,84
1528184175,85,85
1528188015,86,86
1528189939,83,83
1528191864,82,82
1528195693,83,83
1528201452,83,83
1528203377,82,82
1528205300,83,83
1528207298,84,84
1528209143,83,83
1528211072,83,83
1528213493,84,84
1528215398,83,83
1528219212,82,82
1528221157,80,80
1528223056,80,80
1528226888,80,80
1528229008,77,77
1528230970,74,74
1528232904,74,74
1528234812,74,74
1528236744,76,76
1528238654,76,76
1528240571,77,77
1528242497,76,76
1528244421,77,77
1528246333,75,75
1528248266,76,76
1528250181,76,76
1528252090,77,77
1528254105,77,77
1528257861,78,78
1528259785,80,80
1528261690,80,80
1528265557,81,81
1528267769,82,82
1528269619,84,84
1528271556,83,83
1528273463,82,82
1528275387,81,81
1528279292,81,81
1528281152,80,80
1528283073,77,77
1528284993,77,77
1528286917,76,76
1528290755,77,77
1528292678,76,76
1528294578,76,76
1528296501,75,75
1528298425,73,73
1528302272,72,72
1528304175,74,74
1528306271,73,73
1528308290,71,71
1528311704,70,70
1528320492,69,69
1528324415,63,63
1528326775,63,63
1528331803,64,64
1528335432,65,65
1528337306,63,63
1528339230,64,64
1528341169,62,62
1528343175,65,65
1528345000,64,64
1528346902,65,65
1528348814,66,66
1528350760,64,64
1528352968,65,65
1528354879,65,65
1528356742,65,65
1528358665,66,66
1528362497,64,64
1528364419,63,63
1528372092,63,63
1528374024,64,64
1528375959,66,66
1528377851,66,66
1528379773,65,65
1528384576,67,67
1528390336,66,66
1528392265,67,67
1528394186,64,64
1528396098,60,60
1528398096,58,58
1528401862,61,61
1528403797,64,64
1528405706,66,66
1528407620,68,68
1528409558,71,71
1528411646,72,72
1528413609,69,69
1528415561,67,67
1528419381,69,69
1528423302,71,71
1528425137,73,73
1528427071,72,72
1528428970,71,71
1528430918,70,70
1528432825,68,68
1528434738,69,69
1528436814,68,68
1528438809,66,66
1528440961,65,65
1528442890,63,63
1528444894,62,62
1528446999,63,63
1528448917,62,62
1528451067,64,64
1528456807,63,63
1528460662,62,62
1528462568,60,60
1528464497,58,58
1528466499,58,58
1528471209,59,59
1528475050,57,57
1528478886,57,57
1528480898,56,56
1528482739,57,57
1528484654,60,60
1528486874,62,62
1528488745,60,60
1528490656,58,58
1528492595,57,57
1528494500,56,56
1528496433,55,55
1528498500,56,56
1528502504,55,55
1528504357,57,57
1528508188,59,59
1528510191,60,60
1528512018,60,60
1528513941,59,59
1528515888,60,60
1528519701,61,61
1528521636,60,60
1528527396,62,62
1528531292,64,64
1528533163,63,63
1528535067,62,62
1528537002,61,61
1528538903,60,60
1528540824,58,58
1528542755,59,59
1528544683,62,62
1528546593,61,61
1528548505,63,63
1528550421,64,64
1528552375,66,66
1528554277,69,69
1528556194,70,70
1528558098,75,75
1528563873,76,76
1528565798,75,75
1528569613,73,73
1528571535,72,72
1528573455,70,70
1528575374,70,70
1528577305,71,71
1528579214,69,69
1528581152,70,70
1528583074,71,71
1528586020,72,72
1528587872,71,71
1528593653,70,70
1528595558,70,70
1528597491,70,70
1528599389,73,73
1528601316,71,71
1528603301,71,71
1528605178,72,72
1528607071,71,71
1528609034,73,73
1528614757,74,74
1528618577,72,72
1528620527,73,73
1528622453,75,75
1528624360,75,75
1528628209,77,77
1528630093,76,76
1528632101,75,75
1528633950,74,74
1528637782,73,73
1528639987,69,69
1528641865,67,67
1528643886,65,65
1528645716,67,67
1528647642,68,68
1528649555,69,69
1528651477,68,68
1528653390,67,67
1528655324,65,65
1528657300,66,66
1528659166,66,66
1528661067,66,66
1528663122,68,68
1528666372,69,69
1528668664,68,68
1528672477,70,70
1528674405,70,70
1528676332,70,70
1528678225,71,71
1528680162,72,72
1528682078,74,74
1528683994,75,75
1528686295,75,75
1528688196,74,74
1528690111,76,76
1528692034,74,74
1528693949,75,75
1528695892,75,75
1528697788,75,75
1528699704,76,76
1528701675,77,77
1528705492,78,78
1528707378,76,76
1528715076,75,75
1528720816,76,76
1528722739,80,80
1528724676,78,78
1528726587,77,77
1528730612,78,78
1528733963,74,74
1528736246,73,73
1528738213,74,74
1528740092,73,73
1528741962,75,75
1528743879,77,77
1528745776,77,77
1528747695,75,75
1528749544,74,74
1528751531,71,71
1528753557,71,71
1528755374,75,75
1528757546,76,76
1528759454,78,78
1528761377,75,75
1528763302,74,74
1528765310,75,75
1528767151,74,74
1528769325,73,73
1528771213,71,71
1528773137,72,72
1528775070,74,74
1528776974,74,74
1528779133,75,75
1528781052,72,72
1528784896,71,71
1528786900,72,72
1528788749,71,71
1528790656,70,70
1528792569,69,69
1528794509,70,70
1528798335,72,72
1528800269,73,73
1528802169,73,73
1528804094,74,74
1528807930,72,72
1528809850,71,71
1528811784,72,72
1528813693,73,73
1528815708,74,74
1528817556,73,73
1528819888,74,74
1528821867,76,76
1528823772,79,79
1528825702,80,80
1528827623,77,77
1528829529,78,78
1528831452,79,79
1528833383,79,79
1528837104,79,79
1528838906,79,79
1528840921,78,78
1528842733,78,78
1528846571,76,76
1528848533,76,76
1528850414,78,78
1528852336,79,79
1528856171,79,79
1528858093,81,81
1528860024,79,79
1528861933,79,79
1528865869,79,79
1528869865,77,77
1528873718,76,76
1528877535,80,80
1528879466,79,79
1528881379,80,80
1528885225,80,80
1528887139,79,79
1528889052,78,78
1528892894,79,79
1528894890,80,80
1528896752,82,82
1528898659,81,81
1528900570,79,79
1528902499,81,81
1528904415,80,80
1528906349,81,81
1528908258,80,80
1528910176,78,78
1528912107,77,77
1528915952,79,79
1528918908,78,78
1528920746,76,76
1528922655,77,77
1528924586,78,78
1528926493,76,76
1528928429,79,79
1528931666,80,80
1528933468,81,81
1528935392,80,80
1528937424,80,80
1528939228,78,78
1528941138,76,76
1528943055,74,74
1528945487,73,73
1528947385,74,74
1528949309,72,72
1528955101,73,73
1528957042,72,72
1528958939,71,71
1528960862,70,70
1528962795,69,69
1528964695,68,68
1528968534,66,66
